5,4.97386,4.95562,4.93075,4.90067,4.87938,4.83415,4.80542,4.77235,4.72466,4.6973,4.65204,4.60387,4.54294,4.51884,4.49931,4.47207,4.43501,4.40122,4.38571,4.34214,4.2747,4.24694,4.23261,4.22053,4.20263,4.16677,4.11764,4.10831,4.09644,4.05177,4.03433,4.01736,3.96441,3.92671,3.90798,3.87868,3.86787,3.84736,3.82723,3.80673,3.79603,3.76511,3.74982,3.73069,3.69133,3.68198,3.67502,3.66677,3.66191,3.65602,3.64805,3.61484,3.60624,3.60307,3.59971,3.58777,3.57869,3.57605,3.5751,3.57384,3.57363,3.57358,3.57382,3.57436,3.57683,3.57856,3.5818,3.5841,3.59041,3.59377,3.6071,3.61876,3.62254,3.6283,3.63633,3.65459,3.66538,3.67022,3.67776,3.69345,3.70999,3.74036,3.75448,3.76373,3.7772,3.79932,3.81054,3.82572,3.8376,3.85042,3.86204,3.88016,3.89392,3.91326,3.92606,3.94034,3.95512,3.97228,3.98677,4
5,4.97691,4.95995,4.92905,4.89827,4.86873,4.83475,4.8096,4.75794,4.72923,4.69642,4.65363,4.59642,4.54945,4.52157,4.49896,4.46664,4.42205,4.40194,4.3829,4.31671,4.27303,4.25157,4.23411,4.22005,4.20165,4.15305,4.1208,4.10843,4.09107,4.05331,4.03628,4.019,3.95462,3.92764,3.9026,3.88194,3.86978,3.84437,3.82379,3.80793,3.79672,3.76314,3.75025,3.70857,3.69272,3.6825,3.67399,3.66681,3.66151,3.65405,3.64543,3.6144,3.60659,3.60253,3.59555,3.58395,3.57847,3.57601,3.57482,3.57383,3.57357,3.5734,3.57364,3.57456,3.57631,3.57852,3.58115,3.5846,3.59005,3.59456,3.61171,3.61699,3.62142,3.62872,3.63798,3.65802,3.66501,3.67033,3.67695,3.69228,3.70739,3.73887,3.75397,3.76723,3.78142,3.79558,3.81061,3.82415,3.83724,3.84971,3.86427,3.88032,3.89455,3.91207,3.92481,3.94026,3.95386,3.97289,3.98638,4
5,4.98196,4.96295,4.92335,4.8867,4.85427,4.83477,4.80632,4.75621,4.73273,4.69044,4.63986,4.59672,4.566,4.53131,4.49497,4.45086,4.41894,4.40126,4.36691,4.30664,4.28032,4.25887,4.23429,4.21789,4.19265,4.13807,4.11912,4.10546,4.08751,4.05726,4.04035,4.02029,3.95711,3.92578,3.90007,3.88626,3.8685,3.84673,3.82145,3.80621,3.78102,3.76158,3.73965,3.71074,3.69469,3.68036,3.67355,3.66653,3.65734,3.64826,3.63171,3.61482,3.60558,3.60037,3.59206,3.58452,3.57805,3.57569,3.57419,3.57322,3.57245,3.57258,3.57283,3.57397,3.5753,3.57733,3.58017,3.5847,3.59078,3.59926,3.60907,3.61383,3.62089,3.6309,3.64132,3.65388,3.6645,3.67041,3.67784,3.68721,3.70085,3.73958,3.75907,3.76885,3.77952,3.79164,3.80873,3.82206,3.8369,3.84924,3.86824,3.88168,3.89438,3.90783,3.9226,3.93746,3.95154,3.97455,3.98677,4
5,4.98292,4.95167,4.90439,4.87103,4.85077,4.83003,4.78234,4.75563,4.73218,4.69048,4.61985,4.59599,4.56579,4.52702,4.49771,4.44678,4.42231,4.40133,4.37508,4.30726,4.28565,4.26452,4.22767,4.20879,4.16279,4.13644,4.11977,4.10336,4.07863,4.06009,4.04238,4.00746,3.95312,3.92639,3.9031,3.88773,3.86804,3.84953,3.81269,3.79666,3.77627,3.75808,3.73007,3.70952,3.68763,3.68044,3.67467,3.66256,3.65083,3.642,3.62888,3.61359,3.60493,3.59899,3.58908,3.58345,3.57691,3.57447,3.57272,3.57143,3.57006,3.56979,3.57044,3.57214,3.57385,3.57624,3.57942,3.58309,3.59202,3.59936,3.60536,3.61028,3.61906,3.63299,3.64208,3.64958,3.66282,3.67004,3.6765,3.68343,3.70201,3.74223,3.7562,3.76639,3.77838,3.78904,3.80831,3.82374,3.83301,3.84503,3.86695,3.88173,3.89319,3.90596,3.92059,3.93376,3.94879,3.97012,3.98277,4
5,4.96909,4.92895,4.89626,4.8702,4.84742,4.80733,4.77868,4.75073,4.72686,4.66007,4.6226,4.59913,4.55549,4.52818,4.49921,4.44716,4.424,4.40212,4.36718,4.31838,4.28809,4.25838,4.22867,4.20818,4.17063,4.13729,4.11953,4.09737,4.07484,4.05469,4.0235,3.99243,3.95777,3.92801,3.90112,3.88333,3.8685,3.84742,3.80919,3.79115,3.76177,3.74206,3.7198,3.70692,3.68888,3.68068,3.67147,3.65781,3.64614,3.6371,3.62522,3.61301,3.60417,3.59352,3.58683,3.5807,3.57571,3.57243,3.57012,3.56712,3.56628,3.5671,3.56844,3.56994,3.57164,3.57557,3.5786,3.58438,3.59092,3.59718,3.60217,3.60648,3.61299,3.63107,3.64046,3.64953,3.6592,3.66691,3.67305,3.68054,3.70156,3.73682,3.7516,3.76808,3.77723,3.78574,3.8092,3.82016,3.82933,3.84421,3.86804,3.87877,3.88912,3.90237,3.92125,3.93247,3.94574,3.96304,3.97656,4
5,4.96935,4.92679,4.89011,4.86381,4.83335,4.8071,4.77268,4.74731,4.7263,4.65066,4.62431,4.59535,4.55951,4.5294,4.47982,4.44967,4.42656,4.4001,4.3647,4.32508,4.28851,4.25285,4.22709,4.20772,4.173,4.13978,4.12137,4.09686,4.06767,4.04207,4.01719,3.99119,3.95703,3.93315,3.90082,3.87882,3.86348,3.82771,3.8079,3.78069,3.75402,3.73114,3.71887,3.70406,3.68934,3.67623,3.66602,3.65591,3.64444,3.63401,3.6229,3.61066,3.60212,3.59014,3.58427,3.57419,3.57179,3.56839,3.56552,3.56402,3.56342,3.56385,3.56566,3.56731,3.56899,3.57341,3.57685,3.58158,3.5881,3.59481,3.59943,3.60365,3.61039,3.62537,3.6396,3.64904,3.65681,3.66455,3.67171,3.67855,3.69868,3.72415,3.74639,3.76508,3.77609,3.79051,3.80516,3.81535,3.82627,3.85337,3.86751,3.87723,3.88756,3.90149,3.91731,3.92823,3.94167,3.96226,3.9793,4
5,4.97221,4.92018,4.88101,4.85466,4.83011,4.80831,4.75929,4.74339,4.72253,4.6542,4.62998,4.59329,4.56034,4.52539,4.4829,4.45125,4.42031,4.39184,4.36991,4.32239,4.28409,4.24921,4.22521,4.20247,4.16665,4.14052,4.12275,4.10545,4.0667,4.03458,4.00996,3.97848,3.9553,3.93616,3.89206,3.873,3.85013,3.82652,3.80702,3.77611,3.74666,3.7295,3.71579,3.6967,3.68553,3.67385,3.6659,3.65626,3.64288,3.62479,3.61616,3.60401,3.59643,3.57942,3.56895,3.56841,3.56729,3.56235,3.55953,3.55937,3.55955,3.56053,3.56293,3.56431,3.56498,3.56896,3.57295,3.5766,3.58104,3.58959,3.59559,3.60025,3.60777,3.62316,3.63574,3.64442,3.65386,3.66453,3.67126,3.678,3.69992,3.72212,3.73609,3.75546,3.77537,3.79135,3.80189,3.81138,3.84062,3.85462,3.86525,3.87589,3.88668,3.90018,3.91198,3.92263,3.9455,3.96449,3.98167,4
5,4.97257,4.91446,4.86592,4.84788,4.828,4.77679,4.75622,4.73922,4.70119,4.66559,4.63855,4.59406,4.56184,4.52586,4.48922,4.44122,4.40971,4.38915,4.36318,4.32016,4.28774,4.25834,4.22615,4.19374,4.16766,4.13622,4.12038,4.10674,4.07157,4.02994,4.00259,3.9669,3.94904,3.92312,3.89054,3.86846,3.84427,3.82653,3.79248,3.77085,3.74328,3.72814,3.70186,3.69134,3.68218,3.67214,3.66378,3.65239,3.63365,3.62155,3.61168,3.59041,3.58295,3.56922,3.56597,3.56473,3.55956,3.55741,3.55635,3.55597,3.55603,3.55544,3.55419,3.55357,3.55468,3.56169,3.56745,3.57215,3.57704,3.58496,3.58993,3.5938,3.60296,3.61702,3.62744,3.63653,3.64787,3.66399,3.6709,3.68212,3.70303,3.71749,3.72821,3.74439,3.77871,3.791,3.80213,3.81527,3.83551,3.8506,3.86367,3.87327,3.88607,3.89892,3.90688,3.91694,3.94817,3.96862,3.9844,4
5,4.97954,4.88831,4.86579,4.84806,4.81728,4.78,4.75879,4.73231,4.68728,4.66678,4.624,4.59418,4.56221,4.53003,4.49794,4.44737,4.40679,4.38168,4.34838,4.31531,4.29162,4.26334,4.21305,4.19354,4.16811,4.12907,4.11699,4.10291,4.07016,4.02681,3.98124,3.94878,3.93325,3.90904,3.87184,3.85481,3.8417,3.80745,3.7834,3.76563,3.73279,3.71518,3.69598,3.68806,3.6767,3.6681,3.66128,3.65216,3.62703,3.616,3.59058,3.58355,3.57874,3.56567,3.56141,3.55821,3.55586,3.55477,3.55242,3.55172,3.55132,3.55105,3.54934,3.54709,3.54865,3.554,3.56036,3.56709,3.5734,3.58157,3.58627,3.59106,3.59928,3.61097,3.62011,3.63096,3.63973,3.6571,3.66924,3.68153,3.69822,3.71067,3.72172,3.74291,3.7749,3.79025,3.8042,3.81553,3.82938,3.84641,3.86119,3.87083,3.88914,3.89642,3.90327,3.91791,3.9431,3.97145,3.98583,4
5,4.97351,4.89728,4.86853,4.85034,4.82224,4.78474,4.75342,4.7053,4.6777,4.65125,4.6203,4.59651,4.56319,4.53233,4.49997,4.45026,4.39818,4.36982,4.34269,4.31823,4.29572,4.23333,4.20903,4.19163,4.15425,4.13281,4.11446,4.09297,4.05265,4.0219,3.9576,3.93871,3.92117,3.88147,3.8605,3.85018,3.83955,3.79955,3.77531,3.73675,3.72404,3.70771,3.6948,3.68371,3.67209,3.66408,3.65497,3.63889,3.61654,3.60271,3.5823,3.57609,3.5634,3.55709,3.55457,3.55141,3.54936,3.54713,3.54643,3.54693,3.5473,3.54761,3.54141,3.54229,3.54422,3.54874,3.5539,3.56065,3.56975,3.57741,3.58276,3.58814,3.59562,3.60428,3.61735,3.62712,3.63632,3.65269,3.66699,3.67917,3.69101,3.70394,3.71875,3.75268,3.76695,3.78686,3.80295,3.81402,3.82487,3.84308,3.85812,3.8731,3.88589,3.89228,3.903,3.91134,3.94545,3.9718,3.98416,4
